"","PMhd","diasFriday","diasMonday","diasSaturday","diasSunday","diasThursday","diasTuesday","diasWednesday","PMhd7","PMh1d","PMmax","CO","Temp","Hum","N","E","S","O","FECHA","HORA","CERRILLOS","INDEPENDENCIA","CONDES","ELBOSQUE","PARQUE","TALAGANTE","QUILICURA","PUDAHUEL","CERRONAVIA","LAFLORIDA","PUENTEALTO","hour"
"17855",8,0,0,0,15,0,0,0,16,9,41,0.3,19.1,51.67,0,0,2.142,0,"13-01-2013",2300,7,8,14,7,8,7,11,9,9,9,19,24
"17856",4,0,15,0,0,0,0,0,12,8,41,0.3,18.27,57.67,0,0,1.938,0,"13-01-2013",0,6,6,8,6,8,7,14,7,7,8,22,1
"17857",10,0,13,0,0,0,0,0,14,4,41,0.2,18.03,56.83,0,0,1.008,0,"14-01-2013",100,5,7,14,8,7,5,8,6,5,7,14,2
"17858",12,0,15,0,0,0,0,0,13,10,41,0.4,17.32,61.5,0,0,1.053,0,"14-01-2013",200,6,6,6,11,8,6,7,5,7,8,18,3
"17859",14,0,16,0,0,0,0,0,14,12,41,0.3,16.05,71.42,0,0,0.7121,0,"14-01-2013",300,7,6,11,6,8,5,8,8,8,12,19,4
"17860",20,0,19,0,0,0,0,0,15,14,41,0.4,16,71.67,0.3744,0,0,0,"14-01-2013",400,7,8,8,14,10,6,9,9,9,11,15,5
"17861",19,0,32,0,0,0,0,0,26,20,41,0.5,15.79,72.58,0,0,0.5497,0,"14-01-2013",500,8,9,7,14,10,6,10,7,9,12,16,6
"17862",23,0,41,0,0,0,0,0,32,19,41,0.5,17.27,65.83,0,0.4418,0,0,"14-01-2013",600,7,13,20,16,14,11,13,10,12,17,28,7
"17863",17,0,21,0,0,0,0,0,29,23,41,0.6,20.31,52.25,0,0,0.5361,0,"14-01-2013",700,14,15,10,19,18,10,14,13,13,21,41,8
"17864",24,0,30,0,0,0,0,0,40,17,31,0.4,21.9,44.67,0,0,0,0.747,"14-01-2013",800,14,18,18,18,17,10,19,15,15,22,36,9
"17865",22,0,31,0,0,0,0,0,38,24,31,0.4,23.27,40.5,0,0,1.756,0,"14-01-2013",900,16,21,19,18,18,11,19,16,17,21,57,10
"17866",16,0,30,0,0,0,0,0,33,22,31,0.3,24.33,39.92,0,0,4.101,0,"14-01-2013",1000,14,20,20,19,21,11,18,17,18,22,67,11
"17867",19,0,26,0,0,0,0,0,24,16,30,0.3,25.25,38.58,0,0,5.467,0,"14-01-2013",1100,19,23,22,18,22,13,18,14,16,22,50,12
"17868",16,0,21,0,0,0,0,0,26,19,26,0.3,26.32,35.17,0,0,6.163,0,"14-01-2013",1200,13,18,23,16,14,13,15,13,13,18,42,13
"17869",18,0,18,0,0,0,0,0,21,16,24,0.2,26.95,33.67,0,0,6.518,0,"14-01-2013",1300,17,14,20,13,14,14,17,12,39,16,59,14
"17870",18,0,21,0,0,0,0,0,20,18,24,0.2,27.48,32.33,0,0,6.169,0,"14-01-2013",1400,24,8,16,6,13,13,19,17,19,13,56,15
"17871",23,0,16,0,0,0,0,0,21,18,24,0.2,27.24,33.08,0,0,6.492,0,"14-01-2013",1500,15,11,13,13,14,12,19,14,16,13,65,16
"17872",13,0,7,0,0,0,0,0,22,23,24,0.2,25.97,34.08,0,0,7.309,0,"14-01-2013",1600,16,8,15,11,11,12,18,15,17,14,38,17
"17873",10,0,15,0,0,0,0,0,24,13,24,0.2,24.54,33.67,0,0,6.907,0,"14-01-2013",1700,16,17,12,15,17,12,18,15,17,16,27,18
"17874",13,0,15,0,0,0,0,0,24,10,24,0.2,23.58,32,0,0,4.979,0,"14-01-2013",1800,18,22,16,15,18,11,19,15,17,16,18,19
"17875",9,0,18,0,0,0,0,0,23,13,24,0.2,21.69,35.67,0,0,4.308,0,"14-01-2013",1900,16,26,24,14,14,10,18,12,16,14,17,20
"17876",11,0,19,0,0,0,0,0,23,9,24,0.2,19.66,36.17,0,0,4.126,0,"14-01-2013",2000,13,17,21,15,12,9,14,11,14,12,33,21
"17877",9,0,12,0,0,0,0,0,18,11,24,0.2,18.47,35.83,0,0,2.271,0,"14-01-2013",2100,10,9,15,17,12,10,13,9,12,15,31,22
"17878",13,0,9,0,0,0,0,0,19,9,24,0.3,17.93,34.92,0,0,1.917,0,"14-01-2013",2200,12,11,18,15,13,9,13,10,12,18,31,23
"17879",12,0,8,0,0,0,0,0,27,13,24,0.2,16.76,34.92,0,0,2.945,0,"14-01-2013",2300,12,12,17,38,12,8,14,10,13,15,29,24
"17880",9,0,0,0,0,0,4,0,33,12,24,0.2,15.81,45.42,0,0,1.568,0,"14-01-2013",0,10,10,15,50,12,7,12,8,12,15,24,1
"17881",11,0,0,0,0,0,10,0,30,9,24,0.2,15.08,53.5,0,1.146,0,0,"15-01-2013",100,9,9,13,11,10,7,12,9,11,17,22,2
"17882",10,0,0,0,0,0,12,0,28,11,24,0.3,14.69,56.33,0,0,0.6243,0,"15-01-2013",200,9,10,15,8,26,8,12,9,9,12,24,3
"17883",18,0,0,0,0,0,14,0,29,10,24,0.3,14.62,57.08,0.8867,0,0,0,"15-01-2013",300,11,12,13,15,14,8,12,7,10,11,20,4
"17884",18,0,0,0,0,0,20,0,33,18,24,0.5,14.32,58.58,0,0,0.7913,0,"15-01-2013",400,11,14,17,13,11,9,11,9,11,13,28,5
"17885",18,0,0,0,0,0,19,0,42,18,24,0.4,12.97,67.83,0,0,1.363,0,"15-01-2013",500,12,12,16,22,14,9,13,9,11,16,39,6
"17886",16,0,0,0,0,0,23,0,48,18,24,0.4,13.89,64.67,0.7083,0,0,0,"15-01-2013",600,20,18,22,18,21,12,20,14,15,21,48,7
"17887",16,0,0,0,0,0,17,0,39,16,24,0.2,17.03,50.67,0,0.2423,0,0,"15-01-2013",700,19,24,19,25,26,10,18,17,19,30,49,8
"17888",14,0,0,0,0,0,24,0,37,16,24,0.3,18.29,45.5,0,0,1.277,0,"15-01-2013",800,17,28,22,26,23,14,24,18,20,32,40,9
"17889",12,0,0,0,0,0,22,0,43,14,24,0.2,20.25,40.75,0,0,1.329,0,"15-01-2013",900,18,22,26,19,21,13,19,17,18,26,52,10
"17890",10,0,0,0,0,0,16,0,29,12,23,0.2,21.52,39.17,0,0,1.908,0,"15-01-2013",1000,19,20,28,16,18,14,18,14,17,23,45,11
"17891",10,0,0,0,0,0,19,0,22,10,23,0.2,23.55,33.83,0,0,1.983,0,"15-01-2013",1100,14,22,24,14,18,14,18,14,15,20,36,12
"17892",20,0,0,0,0,0,16,0,25,10,23,0.2,24.73,29.75,0,0,3.835,0,"15-01-2013",1200,18,16,23,16,17,16,16,13,14,19,33,13
"17893",9,0,0,0,0,0,18,0,37,20,23,0.2,25.55,30.5,0,0,4.661,0,"15-01-2013",1300,11.5,18,20,10,18,17,17,14,16,19,47,14
"17894",7,0,0,0,0,0,18,0,37,9,23,0.2,26.22,32.75,0,0,4.339,0,"15-01-2013",1400,19,11,17,14,16,16,19,13,14,15,37,15
"17895",7,0,0,0,0,0,23,0,28,7,23,0.2,26.69,33.25,0,0,4.287,0,"15-01-2013",1500,11,10,18,13,15,15,17,13,14,14,40,16
"17896",7,0,0,0,0,0,13,0,34,7,23,0.2,27.19,32,0,0,3.877,0,"15-01-2013",1600,11,10,15,17,15,13,15,9,13,15,38,17
"17897",12,0,0,0,0,0,10,0,23,7,20,0.2,27.17,32.25,0,0,4.252,0,"15-01-2013",1700,9,17,18,17,17,11,16,18,17,20,26,18
"17898",17,0,0,0,0,0,13,0,19,12,20,0.2,26.15,33.4,0,0,5.995,0,"15-01-2013",1800,10,26,19,18,17,11,19,15,17,19,22,19
"17899",17,0,0,0,0,0,9,0,34,17,20,0.2,23.99,39.25,0,0,5.514,0,"15-01-2013",1900,10,18,20,11,17,11,18,12,16,16,19,20
"17900",11,0,0,0,0,0,11,0,23,17,20,0.2,21.06,49.5,0,0,5.731,0,"15-01-2013",2000,10,12,16,14,12,10,15,12,13,15,17,21
"17901",10,0,0,0,0,0,9,0,19,11,20,0.2,19.44,52.75,0,0,4.426,0,"15-01-2013",2100,9,11,8,12,12,8,14,12,14,14,23,22
"17902",12,0,0,0,0,0,13,0,18,10,20,0.3,18.74,54.25,0,0,2.219,0,"15-01-2013",2200,8,11,13,12,10,7,13,10,12,13,21,23
"17903",9,0,0,0,0,0,12,0,26,12,20,0.2,18.18,55.83,0,0,2.547,0,"15-01-2013",2300,7,10,14,12,10,7,13,9,11,13,20,24
"17904",7,0,0,0,0,0,0,9,23,9,20,0.2,17.03,60.25,0,0,2.861,0,"15-01-2013",0,6,11,17,17,10,7,12,9,10,13,21,1
"17905",9,0,0,0,0,0,0,11,20,7,20,0.2,16.12,63.08,0,0,1.556,0,"16-01-2013",100,5,9,9,18,11,7,11,6,9,11,22,2
"17906",8,0,0,0,0,0,0,10,21,9,20,0.2,15.52,64.5,0,0,1.697,0,"16-01-2013",200,6,9,13,17,11,6,13,8,9,11,22,3
"17907",13,0,0,0,0,0,0,18,18,8,20,0.2,15.34,45.58,0,0,0,0.5316,"16-01-2013",300,6,9,15,16,13,7,12,9,10,12,19,4
"17908",17,0,0,0,0,0,0,18,15,13,20,0.3,15.09,66,0,0,0,0.8736,"16-01-2013",400,10,12,10,20,12,13,16,11,13,13,25,5
"17909",27,0,0,0,0,0,0,18,21,17,20,0.4,14.77,68,0,0.764,0,0,"16-01-2013",500,12,13,14,26,15,9,19,12,15,16,35,6
"17910",34,0,0,0,0,0,0,16,24,27,27,0.6,15.95,63.92,0,0.3768,0,0,"16-01-2013",600,19,20,25,29,24,14,23,16,18,22,53,7
"17911",34,0,0,0,0,0,0,16,34,34,34,0.7,18.55,54.58,0,0,0.2122,0,"16-01-2013",700,15,21,14,40,30,16,24,21,22,27,49,8
"17912",30,0,0,0,0,0,0,14,33,34,34,0.7,20.08,49.58,0,0,0,0.7084,"16-01-2013",800,18,26,19,32,23,16,26,21,21,28,40,9
"17913",30,0,0,0,0,0,0,12,30,30,34,0.5,22.54,41.67,0,0,0,0.7099,"16-01-2013",900,14,35,21,32,27,17,25,22,20,33,44,10
"17914",40,0,0,0,0,0,0,10,29,30,34,0.5,24.54,37.08,0,0,0.9687,0,"16-01-2013",1000,15,24,46,30,22,18,24,25,22,30,51,11
"17915",36,0,0,0,0,0,0,10,29,40,40,0.5,26.35,34,0,0,2.006,0,"16-01-2013",1100,15,23,19,26,27,16,24,21,24,31,50,12
"17916",24,0,0,0,0,0,0,20,36,36,40,0.3,27.99,31.67,0,0,2.864,0,"16-01-2013",1200,23,25,25,20,22,16,20,17,19,25,46,13
"17917",20,0,0,0,0,0,0,9,33,24,40,0.3,28.88,27.67,0,0,3.769,0,"16-01-2013",1300,15,19,37,20,19,16,23,21,20,22,57,14
"17918",14,0,0,0,0,0,0,7,31,20,40,0.3,30.1,20.83,0,0,3.968,0,"16-01-2013",1400,26,25,27,23,23,16,23,19,21,25,58,15
"17919",7,0,0,0,0,0,0,7,39,14,40,0.3,30.84,18.92,0,0,4.401,0,"16-01-2013",1500,22,19,26,18,18,17,20,18,19,24,80,16
"17920",12,0,0,0,0,0,0,7,30,7,40,0.3,31.06,14.92,0,0,4.797,0,"16-01-2013",1600,20,18,22,21,20,16,19,18,21,21,48,17
"17921",13,0,0,0,0,0,0,12,22,12,40,0.3,30.81,12.75,0,0,4.789,0,"16-01-2013",1700,19,21,22,17,20,17,22,21,20,21,35,18
"17922",26,0,0,0,0,0,0,17,23,13,40,0.3,29.96,12.75,0,0,4.866,0,"16-01-2013",1800,17,22,23,18,20,16,21,19,20,20,27,19
"17923",30,0,0,0,0,0,0,17,19,26,40,0.3,27.99,17.75,0,0,4.905,0,"16-01-2013",1900,18,21,19,18,20,15,22,18,21,21,23,20
"17924",38,0,0,0,0,0,0,11,17,30,40,0.4,25.54,24.5,0,0,2.781,0,"16-01-2013",2000,18,19,21,16,17,12,21,17,20,19,21,21
"17925",67,0,0,0,0,0,0,10,14,38,40,0.5,24.05,26.33,0,0,2.688,0,"16-01-2013",2100,14,17,22,15,16,32,22,15,18,18,39,22
"17926",70,0,0,0,0,0,0,12,14,67,67,0.6,22.77,31.08,0,0,2.604,0,"16-01-2013",2200,13,13,17,15,13,24,16,12,16,25,22,23
"17927",110,0,0,0,0,0,0,9,11,70,70,0.6,21.92,32.83,0,0,2.382,0,"16-01-2013",2300,15,14,23,14,16,10,17,12,15,17,21,24
"17928",55,7,0,0,0,0,0,0,10,110,110,0.7,19.93,39.58,0,0,3.135,0,"16-01-2013",0,12,14,20,18,14,8,15,13,13,16,27,1
"17929",47,9,0,0,0,0,0,0,12,55,110,0.5,19,41.17,0,0,2.965,0,"17-01-2013",100,9,13,19,21,14,12,14,11,12,17,26,2
"17930",47,8,0,0,0,0,0,0,12,47,110,0.4,18.41,43.25,0,0,1.149,0,"17-01-2013",200,11,14,20,14,14,11,16,10,15,18,28,3
"17931",42,13,0,0,0,0,0,0,11,47,110,0.4,17.23,48,0,0,1.334,0,"17-01-2013",300,14,14,19,19,18,9,18,12,14,18,30,4
"17932",38,17,0,0,0,0,0,0,12,42,110,0.4,16.21,52.5,0,0,0.5979,0,"17-01-2013",400,16,15,19,22,19,11,18,14,14,19,32,5
"17933",47,27,0,0,0,0,0,0,23,38,110,0.5,15.73,55,0,0,0,0.7477,"17-01-2013",500,15,17,21,23,21,11,20,17,18,23,35,6
"17934",59,34,0,0,0,0,0,0,38,47,110,0.7,16.32,53.25,0,0,0.9778,0,"17-01-2013",600,22,26,33,32,29,10,27,22,25,32,67,7
"17935",44,34,0,0,0,0,0,0,38,59,110,0.7,18.8,43.83,0,0,0.7671,0,"17-01-2013",700,27,32,28,39,43,16,34,27,28,32,46,8
"17936",43,30,0,0,0,0,0,0,36,44,110,0.5,21.13,35.5,0,0,1.062,0,"17-01-2013",800,27,39,31,41,40,15,37,28,31,34,45,9
"17937",51,30,0,0,0,0,0,0,33,43,110,0.4,24.1,27.67,0,0,0,0.6374,"17-01-2013",900,26,39,29,30,32,16,31,27,27,35,40,10
"17938",43,40,0,0,0,0,0,0,36,51,110,0.4,25.77,26.17,0,0,1.838,0,"17-01-2013",1000,24,29,32,26,27,15,27,25,27,29,51,11
"17939",42,36,0,0,0,0,0,0,31,43,110,0.3,27.43,24,0,0,3.187,0,"17-01-2013",1100,24,23,33,23,22,13,24,21,22,26,42,12
"17940",78,24,0,0,0,0,0,0,30,42,110,0.3,28.51,23.25,0,0,4.201,0,"17-01-2013",1200,22,20,28,17,20,17,20,16,17,24,45,13
"17941",24,20,0,0,0,0,0,0,18,78,110,0.4,29.43,18.33,0,0,5.168,0,"17-01-2013",1300,21,17,27,18,19,17,22,16,18,20,59,14
"17942",37,14,0,0,0,0,0,0,30,24,110,0.2,30.12,15.58,0,0,5.925,0,"17-01-2013",1400,20,20,24,24,22,16,22,18,19,20,53,15
"17943",26,7,0,0,0,0,0,0,18,37,110,0.2,29.72,18.58,0,0,6.882,0,"17-01-2013",1500,19,17,26,16,21,13,22,14,19,20,69,16
"17944",23,12,0,0,0,0,0,0,29,26,110,0.2,28.58,17.5,0,0,6.547,0,"17-01-2013",1600,18,18,23,18,19,11,21,16,17,20,40,17
"17945",34,13,0,0,0,0,0,0,28,23,110,0.2,27.21,18.92,0,0,7.055,0,"17-01-2013",1700,15,15,20,17,16,10,18,14,16,22,34,18
"17946",26,26,0,0,0,0,0,0,25,34,110,0.2,25.45,23.67,0,0,6.506,0,"17-01-2013",1800,14,14,21,12,14,9,16,12,13,21,24,19
"17947",15,30,0,0,0,0,0,0,19,26,110,0.2,23.07,31.08,0,0,4.862,0,"17-01-2013",1900,14,14,21,15,16,7,16,11,14,19,24,20
"17948",5,38,0,0,0,0,0,0,18,15,110,0.2,20.85,35.08,0,0,3.014,0,"17-01-2013",2000,13,14,17,9,12,8,17,11,14,17,24,21
"17949",22,67,0,0,0,0,0,0,20,5,110,0.2,19.75,31.42,0,0,2.91,0,"17-01-2013",2100,10,11,16,22,11,7,15,11,12,18,26,22
"17950",25,70,0,0,0,0,0,0,64,22,110,0.3,18.65,36.75,0,0,3.041,0,"17-01-2013",2200,7,12,16,18,10,6,12,9,11,18,25,23
"17951",21,110,0,0,0,0,0,0,35,25,110,0.3,17.73,44.58,0,2.136,0,0,"17-01-2013",2300,7,10,16,11,8,4,10,8,10,18,23,24
"17952",23,0,0,55,0,0,0,0,17,21,110,0.3,17.17,49.83,0,0,2.406,0,"17-01-2013",0,10,11,17,15,10,11,10,9,11,17,19,1
"17953",18,0,0,47,0,0,0,0,14,23,78,0.3,16.38,57.33,0,0,2.259,0,"18-01-2013",100,14,11,13,14,11,7,11,6,10,15,22,2
"17954",24,0,0,47,0,0,0,0,15,18,78,0.3,15.52,63.08,0,0,0.5196,0,"18-01-2013",200,6,9,13,8,9,5,10,7,7,11,23,3
"17955",20,0,0,42,0,0,0,0,19,24,78,0.3,14.6,72.42,0,0,1.29,0,"18-01-2013",300,8,11,20,14,9,7,11,8,9,15,25,4
"17956",21,0,0,38,0,0,0,0,27,20,78,0.3,14.05,77,0,0,1.138,0,"18-01-2013",400,7,11,17,12,10,7,11,10,10,19,26,5
"17957",35,0,0,47,0,0,0,0,34,21,78,0.4,13.52,80.67,0,0,0.6385,0,"18-01-2013",500,9,13,20,17,13,8,14,14,11,19,35,6
"17958",39,0,0,59,0,0,0,0,45,35,78,0.7,13.98,78.83,0,0,1.063,0,"18-01-2013",600,10,17,29,21,16,8,18,15,15,23,57,7
"17959",23,0,0,44,0,0,0,0,35,39,78,0.8,15.92,69.92,0,0,1.812,0,"18-01-2013",700,9,21,27,26,22,5,21,13,14,28,37,8
"17960",21,0,0,43,0,0,0,0,35,23,78,0.4,18.91,54.58,0,0,1.771,0,"18-01-2013",800,7,19,29,21,17,5,19,13,14,29,36,9
"17961",24,0,0,51,0,0,0,0,50,21,78,0.3,21.62,43.25,0,0,1.043,0,"18-01-2013",900,14,21,27,20,17,5,17,15,17,28,31,10
"17962",32,0,0,43,0,0,0,0,41,24,78,0.3,24.36,33.83,0,0,0.973,0,"18-01-2013",1000,14,23,28,18,22,7,19,18,18,29,48,11
"17963",35,0,0,42,0,0,0,0,49,32,78,0.3,26.22,28.92,0,0,1.402,0,"18-01-2013",1100,11,22,29,22,19,11,20,17,16,28,49,12
"17964",26,0,0,78,0,0,0,0,26,35,78,0.3,27.57,26,0,0,2.474,0,"18-01-2013",1200,14,21,26,17,17,11,18,12,13,20,39,13
"17965",25,0,0,24,0,0,0,0,26.11,26,78,0.3,28.17,22.25,0,0,3.718,0,"18-01-2013",1300,13,17,24,17,18,11,15,14,14,20,45,14
"17966",28,0,0,37,0,0,0,0,23.5,25,39,0.3,28.48,25.08,0,0,4.43,0,"18-01-2013",1400,19,21,23,18,20,14,18,16,17,22,48,15
"17967",29,0,0,26,0,0,0,0,10,28,39,0.3,29.3,19,0,0,4.436,0,"18-01-2013",1500,23,22,26,18,20,17,19,15,18,25,61,16
"17968",23,0,0,23,0,0,0,0,12,29,39,0.3,29.75,22,0,0,4.547,0,"18-01-2013",1600,19,15,28,14,18,16,18,14,18,25,46,17
"17969",19,0,0,34,0,0,0,0,2,23,39,0.3,29.05,29.92,0,0,5.124,0,"18-01-2013",1700,17,21,25,23,20,12,19,16,18,23,28,18
"17970",21,0,0,26,0,0,0,0,0,19,39,0.3,27.72,35.08,0,0,5.74,0,"18-01-2013",1800,17,23,21,20,19,11,21,16,19,22,39,19
"17971",21,0,0,15,0,0,0,0,0,21,39,0.3,25.55,42.42,0,0,4.824,0,"18-01-2013",1900,18,22,22,16,18,12,20,15,19,23,26,20
"17972",13,0,0,5,0,0,0,0,24,21,39,0.4,23.55,48.25,0,0,3.881,0,"18-01-2013",2000,17,18,23,15,14,12,22,14,17,21,27,21
"17973",18,0,0,22,0,0,0,0,19,13,39,0.3,22.46,50.92,0,0,3.331,0,"18-01-2013",2100,15,15,22,19,13,10,19,17,16,19,32,22
"17974",17,0,0,25,0,0,0,0,16,18,39,0.4,21.83,28.92,0,0,2.214,0,"18-01-2013",2200,14,15,22,23,14,8,18,16,18,20,35,23
"17975",16,0,0,21,0,0,0,0,17,17,39,0.4,21.03,54.75,0,0,1.196,0,"18-01-2013",2300,13,15,20,21,13,10,18,13,16,19,38,24
"17976",15,0,0,0,23,0,0,0,20,16,39,0.3,20.95,54.7,0,0,2.216,0,"18-01-2013",0,14,16,20,25,14,10,20,12,14,18,34,1
"17977",21,0,0,0,18,0,0,0,18,15,39,0.3,19.88,58.75,0,0,0.912,0,"19-01-2013",100,19,16,18,29,15,6,19,9,13,18,38,2
"17978",17,0,0,0,24,0,0,0,21,21,39,0.2,18.28,64.08,0,0,0.9062,0,"19-01-2013",200,10,16,25,37,16,5,18,11,12,21,35,3
"17979",17,0,0,0,20,0,0,0,21,17,39,0.2,17.68,66.08,0,0,0.7202,0,"19-01-2013",300,11,15,21,38,15,7,14,11,14,22,37,4
"17980",28,0,0,0,21,0,0,0,23,17,39,0.3,17.47,66.67,0,0,0.5019,0,"19-01-2013",400,14,14,24,19,14,9,16,11,11,25,41,5
"17981",41,0,0,0,35,0,0,0,33,28,39,0.3,17.26,68.08,0,0.4703,0,0,"19-01-2013",500,15,17,23,30,16,7,16,13,13,26,38,6
"17982",48,0,0,0,39,0,0,0,51,41,41,0.5,17.94,65.67,0,0.2716,0,0,"19-01-2013",600,8,22,32,39,20,11,19,15,16,30,46,7
"17983",33,0,0,0,23,0,0,0,43,48,48,0.6,19.97,58.33,0,0,0.6395,0,"19-01-2013",700,15,26,27,40,19,12,25,16,18,37,60,8
"17984",30,0,0,0,21,0,0,0,31,33,48,0.4,22.12,50.67,0,0,0.7858,0,"19-01-2013",800,11,21,29,21,18,7,20,16,17,38,54,9
"17985",38,0,0,0,24,0,0,0,32,30,48,0.3,24.18,44.25,0,0,1.119,0,"19-01-2013",900,13,21,29,19,18,9,22,18,18,28,49,10
"17986",30,0,0,0,32,0,0,0,30,38,48,0.4,26.07,39.67,0,0,1.851,0,"19-01-2013",1000,18,25,28,18,23,13,22,19,24,26,47,11
"17987",34,0,0,0,35,0,0,0,20,30,48,0.3,27.48,36.17,0,0,2.795,0,"19-01-2013",1100,13,24,29,19,22,16,22,18,22,23,42,12
"17988",39,0,0,0,26,0,0,0,25,34,48,0.3,28.8,32.08,0,0,3.465,0,"19-01-2013",1200,18,17,28,18,19,18,17,15,16,24,41,13
"17989",31,0,0,0,25,0,0,0,26,39,48,0.3,30.02,28.92,0,0,3.935,0,"19-01-2013",1300,25,21,25,15,22,20,22,18,19,23,42,14
"17990",27,0,0,0,28,0,0,0,20,31,48,0.2,30.7,26.58,0,0,4.91,0,"19-01-2013",1400,20,18,23,20,19,16,24,18,21,22,35,15
"17991",26,0,0,0,29,0,0,0,16,27,48,0.2,31.15,24.08,0,0,5.212,0,"19-01-2013",1500,23,16,24,16,20,17,20,18,22,23,30,16
"17992",28,0,0,0,23,0,0,0,18,26,48,0.2,30.61,23.75,0,0,6.097,0,"19-01-2013",1600,20,14,23,19,19,16,17,17,39,20,25,17
"17993",24,0,0,0,19,0,0,0,17,28,48,0.2,29.62,25.58,0,0,6.638,0,"19-01-2013",1700,18,20,21,15,20,15,18,17,17,20,26,18
"17994",17,0,0,0,21,0,0,0,13,24,48,0.2,28.15,28.67,0,0,5.955,0,"19-01-2013",1800,19,22,22,21,21,13,19,17,21,21,23,19
"17995",9,0,0,0,21,0,0,0,16,17,48,0.2,25.42,32.5,0,0,5.911,0,"19-01-2013",1900,19,25,21,13,19,12,21,19,21,20,22,20
"17996",11,0,0,0,13,0,0,0,17,9,48,0.2,23.75,30.58,0,0,4.18,0,"19-01-2013",2000,16,20,20,20,16,13,22,18,21,20,26,21
"17997",10,0,0,0,18,0,0,0,16,11,48,0.2,22.84,28.17,0,0,2.477,0,"19-01-2013",2100,16,20,21,16,15,13,21,19,19,23,23,22
"17998",13,0,0,0,17,0,0,0,13,10,48,0.2,22.14,28.25,0,0,3.029,0,"19-01-2013",2200,17,19,22,29,15,14,19,17,22,24,25,23
"17999",14,0,0,0,16,0,0,0,15,13,48,0.1,21.51,30.92,0,0,2.42,0,"19-01-2013",2300,15,20,23,24,15,10,25,18,20,22,33,24
"18000",21,0,15,0,0,0,0,0,15,14,48,0.2,20.97,32.75,0,0,1.528,0,"19-01-2013",0,15,18,22,18,15,6,22,15,17,20,38,1
"18001",20,0,21,0,0,0,0,0,13,21,48,0.3,19.02,41.92,0,0,1.222,0,"20-01-2013",100,11,15,21,25,12,9,17,12,13,18,29,2
"18002",18,0,17,0,0,0,0,0,15,20,48,0.3,17.78,49.33,0,0,0.7997,0,"20-01-2013",200,11,14,20,13,12,8,15,11,12,19,25,3
"18003",23,0,17,0,0,0,0,0,16,18,48,0.3,16.97,53.5,0,0,0.7464,0,"20-01-2013",300,11,13,20,15,13,7,13,10,12,15,36,4
"18004",26,0,28,0,0,0,0,0,19,23,48,0.4,16.47,55.92,0,0,0.7623,0,"20-01-2013",400,11,14,20,13,13,9,17,10,12,24,33,5
"18005",42,0,41,0,0,0,0,0,32,26,48,0.4,16.6,56.17,0,0.6415,0,0,"20-01-2013",500,9,13,18,10,11,10,14,16,15,18,37,6
"18006",59,0,48,0,0,0,0,0,41,42,48,0.7,17.41,54.25,0,0.4312,0,0,"20-01-2013",600,9,16,29,15,13,11,18,17,17,22,18,7
"18007",38,0,33,0,0,0,0,0,21,59,59,1.1,20.3,43.92,0,0,0.5672,0,"20-01-2013",700,8,18,19,18,15,11,23,18,16,21,29,8
"18008",27,0,30,0,0,0,0,0,30,38,59,0.6,22.64,36.67,0,0,0,0.5664,"20-01-2013",800,10,17,24,17,16,12,20,17,22,23,24,9
"18009",34,0,38,0,0,0,0,0,31,27,59,0.4,24.77,30.5,0,0,0,0.763,"20-01-2013",900,14,14,25,16,15,11,20,20,19,22,23,10
"18010",27,0,30,0,0,0,0,0,30,34,59,0.4,26.52,27,0,0,1.495,0,"20-01-2013",1000,9,21,26,18,20,12,21,21,21,22,29,11
"18011",28,0,34,0,0,0,0,0,26,27,59,0.3,27.8,24.75,0,0,2.897,0,"20-01-2013",1100,16,20,23,21,21,12,22,22,24,24,28,12
"18012",30,0,39,0,0,0,0,0,21,28,59,0.3,28.92,23.17,0,0,3.33,0,"20-01-2013",1200,20,23,26,19,21,11,22,21,21,27,24,13
"18013",30,0,31,0,0,0,0,0,18,30,59,0.3,29.32,21.42,0,0,4.979,0,"20-01-2013",1300,19,17,24,17,17,11,22,18,17,24,27,14
"18014",36,0,27,0,0,0,0,0,21,30,59,0.3,29.8,21.08,0,0,5.658,0,"20-01-2013",1400,16,10,23,16,18,15,21,15,17,22,28,15
"18015",36,0,26,0,0,0,0,0,16,36,59,0.4,29.97,21.83,0,0,5.817,0,"20-01-2013",1500,19,16,18,16,23,17,19,12,16,18,31,16
"18016",27,0,28,0,0,0,0,0,7,36,59,0.3,29.58,25,0,0,6.562,0,"20-01-2013",1600,17,14,18,16,17,14,20,15,16,16,21,17
"18017",24,0,24,0,0,0,0,0,15,27,59,0.3,28.63,26.58,0,0,6.356,0,"20-01-2013",1700,17,16,15,15,18,10,21,17,19,18,19,18
"18018",23,0,17,0,0,0,0,0,15,24,59,0.3,27.57,27.5,0,0,6.394,0,"20-01-2013",1800,19,23,21,19,19,8,21,18,19,19,22,19
"18019",19,0,9,0,0,0,0,0,18,23,59,0.3,25.44,32.33,0,0,5.304,0,"20-01-2013",1900,14,22,16,14,18,8,19,14,16,17,20,20
"18020",21,0,11,0,0,0,0,0,19,19,59,0.3,23.75,34.92,0,0,4.372,0,"20-01-2013",2000,9,17,19,12,11,9,15,10,13,17,16,21
"18021",17,0,10,0,0,0,0,0,12,21,59,0.4,22.49,39.42,0,0,1.92,0,"20-01-2013",2100,10,14,15,12,11,9,19,10,12,14,17,22
