"","PMhd","diasFriday","diasMonday","diasSaturday","diasSunday","diasThursday","diasTuesday","diasWednesday","PMhd7","PMh1d","PMmax","CO","Temp","Hum","N","E","S","O","FECHA","HORA","CERRILLOS","INDEPENDENCIA","CONDES","ELBOSQUE","PARQUE","TALAGANTE","QUILICURA","PUDAHUEL","CERRONAVIA","LAFLORIDA","PUENTEALTO","hour"
"27275",36,0,0,16.5,0,0,0,0,28.5,36.5,39,0.2694,25.86,36.5,0,0,4.211,0,"10-02-2014",1100,19,13,26,14,14,13,17,15,8,18,14,12
"27276",29.5,0,0,21,0,0,0,0,23.5,36,39,0.2441,27.55,36.5,0,0,4.859,0,"10-02-2014",1200,18,20,23,16,16,10,15,17,11,14,17,13
"27277",30.5,0,0,23,0,0,0,0,23.5,29.5,39,0.202,28.72,33.67,0,0,5.443,0,"10-02-2014",1300,16,13,15,11,13,10,18,13,8,12,16,14
"27278",26,0,0,21.5,0,0,0,0,22,30.5,39,0.1936,28.89,32.67,0,0,6.245,0,"10-02-2014",1400,16,17,17,12,15,12,14,9,7,11,14,15
"27279",28,0,0,14,0,0,0,0,41.5,26,39,0.1515,29.02,33,0,0,6.374,0,"10-02-2014",1500,16,15,16,13,17,11,18,12,8,9,15,16
"27280",31,0,0,21.5,0,0,0,0,43,28,39,0.101,28.53,34.6,0,0,6.952,0,"10-02-2014",1600,17,19,17,15,14,8,13,10,10,13,13,17
"27281",25,0,0,28.5,0,0,0,0,23.5,31,39,0.1852,27.32,38.33,0,0,7.046,0,"10-02-2014",1700,17,23,14,11,15,5,12,15,11,12,11,18
"27282",26.5,0,0,25.5,0,0,0,0,14.5,25,39,0.202,25.62,42.08,0,0,6.543,0,"10-02-2014",1800,17,19,12,10,13,8,12,10,12,12,11,19
"27283",28,0,0,33,0,0,0,0,11,26.5,39,0.202,23.62,47.17,0,0,5.298,0,"10-02-2014",1900,14,19,12,12,15,11,14,7,10,12,9,20
"27284",26.5,0,0,24.5,0,0,0,0,20,28,39,0.2273,21.78,54.08,0,0,3.36,0,"10-02-2014",2000,11,13,13,12,11,9,14,10,9,13,9,21
"27285",21,0,0,27,0,0,0,0,35,26.5,39,0.2189,20.69,57.92,0,0,3.69,0,"10-02-2014",2100,9,12,10,10,9,10,11,8,10,11,10,22
"27286",20.5,0,0,33.5,0,0,0,0,28.5,21,39,0.202,19.9,59.17,0,0,2.609,0,"10-02-2014",2200,9,10.5,6,11,10,13,11,10,9,12,10,23
"27287",21.5,0,0,35.5,0,0,0,0,43,20.5,39,0.2104,19.42,58.67,0,0,1.098,0,"10-02-2014",2300,10,51,4,10,11,9,12,8,6,13,12,24
"27288",24,0,0,0,36,0,0,0,37.5,21.5,39,0.2525,19.18,59.25,0,0,0.9306,0,"10-02-2014",0,9,24,8,13,10,7,14,7,4,13,11,1
"27289",23.5,0,0,0,33.5,0,0,0,35.5,24,39,0.3737,18.07,63.58,0,0,1.431,0,"11-02-2014",100,8,13.5,9,13,7,7,12,6,6,12,15,2
"27290",22,0,0,0,36,0,0,0,30.5,23.5,39,0.404,17.24,67.83,0,0,1.213,0,"11-02-2014",200,6,11,11,12,9,8,12,6,5,14,9,3
"27291",23,0,0,0,37.5,0,0,0,29.5,22,39,0.404,16.67,71.08,0,0,0.7839,0,"11-02-2014",300,7,18,8,12,7,7,10,5,8,19,12,4
"27292",24.5,0,0,0,37.5,0,0,0,35,23,39,0.4051,16.38,72.75,0,0,0.5365,0,"11-02-2014",400,8,26,8,12,8,5,13,7,8,14,12,5
"27293",28,0,0,0,35.5,0,0,0,44,24.5,39,0.4051,16.53,72.25,0.647,0,0,0,"11-02-2014",500,14,18,10,19,14,6,14,10,8,15,17,6
"27294",32,0,0,0,37,0,0,0,43,28,39,0.5063,16.64,72.25,0,0,0,0.116,"11-02-2014",600,19,34,12,25,19,7,20,17,18,26,22,7
"27295",30.5,0,0,0,39,0,0,0,41.5,32,39,0.5907,18.68,64.33,0,0,0.5971,0,"11-02-2014",700,23,41,15,24,28,8,25,18,24,30,21,8
"27296",31.5,0,0,0,32.5,0,0,0,37,30.5,39,0.3966,21.81,54.92,0,0,0,0.792,"11-02-2014",800,17,24,17,23,31,14,41,16,17,38,29,9
"27297",30.5,0,0,0,27,0,0,0,30.5,31.5,36.5,0.3629,24.45,47.58,0,0,0,0.984,"11-02-2014",900,25,11,23,32,25,18,31,20,18,32,25,10
"27298",27,0,0,0,36.5,0,0,0,30,30.5,36.5,0.3207,27.27,39.5,0,0,0,0.8626,"11-02-2014",1000,21,31,20,23,19,17,31,19,20,29,18,11
"27299",25.5,0,0,0,36,0,0,0,18.5,27,36.5,0.3122,27.95,38.58,0,0,2.607,0,"11-02-2014",1100,21,24,30,23,14,17,24,21,18,23,23,12
"27300",20,0,0,0,29.5,0,0,0,16,25.5,36,0.2785,28.42,38.75,0,0,4.518,0,"11-02-2014",1200,24,10,25,23,17,14,17,16,11,24,24,13
"27301",18,0,0,0,30.5,0,0,0,19.5,20,32,0.2616,28.99,37.5,0,0,5.577,0,"11-02-2014",1300,18,26,34,21,20,14,23,16,22,20,22,14
"27302",18,0,0,0,26,0,0,0,15,18,32,0.3038,29.61,37.25,0,0,5.597,0,"11-02-2014",1400,19,7,21,12,11,11,15,13,11,17,24,15
"27303",18.5,0,0,0,28,0,0,0,16.5,18,32,0.3038,30.12,35.5,0,0,5.664,0,"11-02-2014",1500,16,8,18,18,7,10,17,11,13,8,19,16
"27304",19.5,0,0,0,31,0,0,0,14.5,18.5,32,0.3038,29.69,36.83,0,0,6.218,0,"11-02-2014",1600,12,24,17,14,19,12,13,13,10,10,19,17
"27305",15,0,0,0,25,0,0,0,12.5,19.5,32,0.3038,28.42,39.42,0,0,6.963,0,"11-02-2014",1700,9,15,13,18,13,9,17,10,15,12,16,18
"27306",16,0,0,0,26.5,0,0,0,9,15,32,0.3038,26.46,42.08,0,0,7.191,0,"11-02-2014",1800,22,21,16,11,13,8,11,11,12,19,16,19
"27307",16.5,0,0,0,28,0,0,0,9,16,32,0.3038,25.01,46.08,0,0,5.449,0,"11-02-2014",1900,11,23,15,10,17,12,13,10,11,11,13,20
"27308",15,0,0,0,26.5,0,0,0,7,16.5,32,0.3122,23.6,51.5,0,0,2.44,0,"11-02-2014",2000,11,20,9,12,11,22,11,10,10,12,11,21
"27309",12,0,0,0,21,0,0,0,9,15,32,0.3207,22.02,57.58,0,0,3.334,0,"11-02-2014",2100,13,16,12,12,11,14,15,11,14,13,12,22
"27310",13.5,0,0,0,20.5,0,0,0,9.5,12,32,0.3038,20.86,60.5,0,0,2.998,0,"11-02-2014",2200,13,16,11,21,12,10,12,9,17,14,11,23
"27311",12.5,0,0,0,21.5,0,0,0,11.5,13.5,32,0.3207,20.63,59.5,0,0,2.21,0,"11-02-2014",2300,12,15,11,25,12,8,13,17,13,15,17,24
"27312",11,0,24,0,0,0,0,0,10.5,12.5,32,0.3038,19.77,64.42,0,0,2.568,0,"11-02-2014",0,19,16,17,27,13,8,17,12,17,24,20,1
"27313",9.5,0,23.5,0,0,0,0,0,10.5,11,32,0.243,19.06,69.08,0,0,1.404,0,"12-02-2014",100,16,22,14,20,15,13,18,12,10,20,17,2
"27314",10.5,0,22,0,0,0,0,0,11.5,9.5,32,0.2025,18.75,70.92,0,0,0.5948,0,"12-02-2014",200,15,17,9,27,14,16,15,14,9,14,11,3
"27315",11,0,23,0,0,0,0,0,14.5,10.5,32,0.225,18.06,74.42,0,0,1.442,0,"12-02-2014",300,18,12,11,27,13,10,23,10,8,13,17,4
"27316",15.5,0,24.5,0,0,0,0,0,18,11,32,0.2132,17.28,78.67,0,0,1.596,0,"12-02-2014",400,14,29,14,27,14,11,22,9,6,12,15,5
"27317",21.5,0,28,0,0,0,0,0,25.5,15.5,32,0.3114,17.01,79.9,0.0958,0,0,0,"12-02-2014",500,20,33,11,23,16,14,21,8,13,17,13,6
"27318",26.5,0,32,0,0,0,0,0,42,21.5,32,0.5135,17.03,79.92,0,0,0.609,0,"12-02-2014",600,31,17,15,32,25,16,27,19,21,20,15,7
"27319",28,0,30.5,0,0,0,0,0,29,26.5,32,0.6313,19.56,68.75,0,0,0.754,0,"12-02-2014",700,29,33,17,29,30,26,34,27,26,21,22,8
"27320",16.5,0,31.5,0,0,0,0,0,26.5,28,31.5,0.4545,21.1,61.92,0,0,1.738,0,"12-02-2014",800,27,31,19,19,24,13,26,25,27,16,19,9
"27321",14,0,30.5,0,0,0,0,0,19,16.5,31.5,0.2694,22.2,59.42,0,0,3.029,0,"12-02-2014",900,20,41,16,28,19,17,26,19,22,19,20,10
"27322",17.5,0,27,0,0,0,0,0,18.5,14,30.5,0.3199,24.19,53.25,0,0,2.472,0,"12-02-2014",1000,17,21,18,23,19,14,21,13,18,19,17,11
"27323",13.5,0,25.5,0,0,0,0,0,15,17.5,28,0.2946,25.92,47.67,0,0,2.802,0,"12-02-2014",1100,24,29,12,15,18,12,22,22,21,23,20,12
"27324",15,0,20,0,0,0,0,0,12.5,13.5,28,0.2862,27.06,46.17,0,0,4.181,0,"12-02-2014",1200,8,14,23,15,14,14,13,15,10,15,14,13
"27325",14,0,18,0,0,0,0,0,13.5,15,28,0.2441,27.89,43.75,0,0,4.781,0,"12-02-2014",1300,23,11,18,8,10,14,16,12,15,9,12,14
"27326",8.25,0,18,0,0,0,0,0,16.5,14,28,0.2525,28.84,42.08,0,0,4.518,0,"12-02-2014",1400,6,22,12,12,18,12,15,9,10,10,14,15
"27327",16,0,18.5,0,0,0,0,0,14.5,8.25,28,0.2357,29.24,41.42,0,0,4.956,0,"12-02-2014",1500,13,12,14,10,10,12,13,14,13,15,16,16
"27328",16,0,19.5,0,0,0,0,0,12,16,28,0.202,29.05,42.25,0,0,5.39,0,"12-02-2014",1600,9,15,13,9,7,9,20,11,13,12,10,17
"27329",13.5,0,15,0,0,0,0,0,16,16,28,0.202,28.27,44.5,0,0,6.388,0,"12-02-2014",1700,13,23,11,8,16,12,16,7,9,9,12,18
"27330",13.5,0,16,0,0,0,0,0,27,13.5,28,0.202,26.28,50.25,0,0,6.517,0,"12-02-2014",1800,25,19,9,10,13,10,15,11,6,13,12,19
"27331",14,0,16.5,0,0,0,0,0,28,13.5,28,0.202,24.54,54.17,0,0,5.245,0,"12-02-2014",1900,19,29,13,13,32,8,13,9,8,12,11,20
"27332",10,0,15,0,0,0,0,0,25,14,28,0.2104,22.78,60.08,0,0,2.64,0,"12-02-2014",2000,21,20,10,11,15,12,14,12,12,15,10,21
"27333",11.5,0,12,0,0,0,0,0,18.5,10,28,0.2104,22.29,60.56,0,0,1.745,0,"12-02-2014",2100,21,18,10,22,17,17,22,17,17,13,12,22
"27334",17.5,0,13.5,0,0,0,0,0,18.5,11.5,28,0.202,22.27,58.92,0,0,2.428,0,"12-02-2014",2200,20,25,12,18,24,13,20,16,22,15,12,23
"27335",16,0,12.5,0,0,0,0,0,20.5,17.5,28,0.2104,21.88,58.67,0,0,1.455,0,"12-02-2014",2300,25,31,10,13,26,10,17,20,18,21,13,24
"27336",15.5,0,0,0,0,0,0,11,24.5,16,28,0.202,21,62.75,0,0,1.757,0,"12-02-2014",0,28,28,14,31,25,8,23,13,19,20,13,1
"27337",13,0,0,0,0,0,0,9.5,24,15.5,28,0.202,20.17,66.92,0,0,1.331,0,"13-02-2014",100,17,27,9,19,22,8,15,13,16,16,12,2
"27338",11.5,0,0,0,0,0,0,10.5,22.5,13,28,0.2104,19.61,69.17,0,0,0.9991,0,"13-02-2014",200,13,33,7,18,19,7,19,18,11,15,12,3
"27339",15.5,0,0,0,0,0,0,11,22.5,11.5,28,0.2132,19.02,71.83,0,0,1.196,0,"13-02-2014",300,17,27,7,20,19,7,18,11,10,18,13,4
"27340",23.5,0,0,0,0,0,0,15.5,35.5,15.5,28,0.2375,18.32,75.25,0,0,1.193,0,"13-02-2014",400,15,23,11,20,18,7,22,10,10,13,10,5
"27341",29,0,0,0,0,0,0,21.5,44.5,23.5,28,0.4156,18.22,75.83,0,0,0.3967,0,"13-02-2014",500,21,31,15,25,18,10,26,14,10,13,16,6
"27342",29.5,0,0,0,0,0,0,26.5,27,29,29,0.6616,18.02,77,0,0,0.5455,0,"13-02-2014",600,36,37,16,23,27,13,34,24,18,20,22,7
"27343",18.5,0,0,0,0,0,0,28,32,29.5,29.5,0.6276,20.83,64.42,0,0,0.68,0,"13-02-2014",700,42,36,18,39,37,18,30,24,29,25,17,8
"27344",16,0,0,0,0,0,0,16.5,28,18.5,29.5,0.441,22.42,58.58,0,0,1.148,0,"13-02-2014",800,29,34,20,25,36,26,35,29,26,34,20,9
"27345",16.5,0,0,0,0,0,0,14,25.5,16,29.5,0.2545,24.7,52.42,0,0,0,0.968,"13-02-2014",900,24,32,12,31,28,20,23,22,22,23,13,10
"27346",20.5,0,0,0,0,0,0,17.5,20,16.5,29.5,0.2545,26.62,47.33,0,0,1.489,0,"13-02-2014",1000,21,19,16,23,17,18,28,17,14,21,15,11
"27347",18,0,0,0,0,0,0,13.5,16,20.5,29.5,0.212,26.89,48.92,0,0,4.266,0,"13-02-2014",1100,10,13,23,11,11,15,13,12,16,25,17,12
"27348",17,0,0,0,0,0,0,15,15.5,18,29.5,0.2036,27.77,47.42,0,0,5.022,0,"13-02-2014",1200,12,9,17,13,14,14,11,10,9,19,13,13
"27349",13.5,0,0,0,0,0,0,14,12.5,17,29.5,0.2036,28.91,43.83,0,0,5.274,0,"13-02-2014",1300,13,16,20,11,9,19,18,8,11,14,16,14
"27350",18.5,0,0,0,0,0,0,8.25,20.5,13.5,29.5,0.2036,29.41,40.92,0,0,5.982,0,"13-02-2014",1400,41,27,21,17,17,20,34,16,6,19,20,15
"27351",16.5,0,0,0,0,0,0,16,27,18.5,29.5,0.2036,29.39,40.33,0,0,6.346,0,"13-02-2014",1500,39,37,14,15,20,13,31,22,13.17,26,23,16
"27352",19.5,0,0,0,0,0,0,16,16.08,16.5,29.5,0.2036,28.3,44.42,0,0,6.735,0,"13-02-2014",1600,24,23,16,15,23,12,23,13,16,17,16,17
"27353",18.5,0,0,0,0,0,0,13.5,60.5,19.5,29.5,0.2036,27.41,47.58,0,0,6.718,0,"13-02-2014",1700,21,21,9,8,16,15,20,13,13,12,14,18
"27354",14,0,0,0,0,0,0,13.5,67.5,18.5,29.5,0.2969,26.05,51.25,0,0,6.029,0,"13-02-2014",1800,20,27,11,10,24,16,14,12,12,19,15,19
"27355",14,0,0,0,0,0,0,14,77.5,14,29.5,0.3053,24.16,57.17,0,0,5.013,0,"13-02-2014",1900,18,24,14,9,20,13,16,15,14,16,11,20
"27356",11,0,0,0,0,0,0,10,86,14,29.5,0.3053,22.14,64,0,0,2.7,0,"13-02-2014",2000,36,25,11,16,16,12,19,14,17,16,17,21
"27357",11.5,0,0,0,0,0,0,11.5,104,11,29.5,0.3053,20.95,67.42,0,0,3.317,0,"13-02-2014",2100,26,19,13,11,14,9,25,35,30,15,13,22
"27358",11.5,0,0,0,0,0,0,17.5,119,11.5,29.5,0.3138,20.36,69.58,0,0,2.336,0,"13-02-2014",2200,52,25,13,13,16,18,22,16,16,14,15,23
"27359",10,0,0,0,0,0,0,16,128,11.5,29.5,0.2969,19.91,71.67,0,0,1.685,0,"13-02-2014",2300,23,20,12,13,13,21,12,15,16,13,13,24
"27360",8.5,0,0,0,0,15.5,0,0,181,10,29.5,0.3053,19.55,73.09,0,0,1.812,0,"13-02-2014",0,13,16,10,8,11,10,13,10,9,13,12,1
"27361",10,0,0,0,0,13,0,0,245,8.5,29.5,0.2545,18.75,75.92,0,0,2.418,0,"14-02-2014",100,11,14,12,7,10,10,14,10,9,13,14,2
"27362",10.5,0,0,0,0,11.5,0,0,249.5,10,29.5,0.2714,18.06,78.75,0,0,2.128,0,"14-02-2014",200,12,14,11,8,11,10,11,10,8,13,12,3
"27363",11,0,0,0,0,15.5,0,0,237.5,10.5,29.5,0.2375,17.69,80,0,0,1.896,0,"14-02-2014",300,10,13,10,10,10,10,11,11,7,19,14,4
"27364",10,0,0,0,0,23.5,0,0,217.5,11,29.5,0.2132,17.41,81.25,0,0,2.104,0,"14-02-2014",400,9,15,16,15,12,13,17,10,10,20,16,5
"27365",10.5,0,0,0,0,29,0,0,188,10,29.5,0.2862,17.22,82.1,0,0,1.684,0,"14-02-2014",500,14,19,14,18,17,14,15,14,12,19,15,6
"27366",10,0,0,0,0,29.5,0,0,191.5,10.5,29.5,0.3367,17.21,81.83,0,0,2.295,0,"14-02-2014",600,18,20,13,17,18,10,17,9,13,20,17,7
"27367",13.5,0,0,0,0,18.5,0,0,107.5,10,29.5,0.3114,18.52,75.58,0,0,2.271,0,"14-02-2014",700,21,22,19,21,21,13,23,19,19,21,19,8
"27368",14,0,0,0,0,16,0,0,75,13.5,20.5,0.3114,19.3,72.67,0,0,2.96,0,"14-02-2014",800,23,24,19,23,23,21,24,25,24,23,24,9
"27369",9.5,0,0,0,0,16.5,0,0,78,14,20.5,0.303,20.88,67.5,0,0,2.521,0,"14-02-2014",900,27,29,25,24,27,19,27,23,36,27,29,10
"27370",6.5,0,0,0,0,20.5,0,0,47.5,9.5,20.5,0.303,23.53,58.33,0,0,2.295,0,"14-02-2014",1000,28,34,30,31,27,17,30,25,24,37,34,11
"27371",12.5,0,0,0,0,18,0,0,30.5,6.5,20.5,0.303,24.56,54.17,0,0,3.272,0,"14-02-2014",1100,25,37,36,28,27,13,30,22,20,40,36,12
"27372",17,0,0,0,0,17,0,0,36.5,12.5,19.5,0.303,25.7,51.58,0,0,3.501,0,"14-02-2014",1200,17,29,33,23,21,16,25,16,16,35,29,13
"27373",14,0,0,0,0,13.5,0,0,60,17,19.5,0.303,26.85,48.17,0,0,3.868,0,"14-02-2014",1300,16,24,36,15,17,15,21,19,22,25,23,14
"27374",14,0,0,0,0,18.5,0,0,41,14,19.5,0.303,27.64,45.58,0,0,4.309,0,"14-02-2014",1400,18,23,34,16,16,11,18,14,15,24,20,15
"27375",15,0,0,0,0,16.5,0,0,34,14,19.5,0.303,28.33,43.58,0,0,4.857,0,"14-02-2014",1500,17,24,24,16,16,11,20,14,11,14,16,16
"27376",12.5,0,0,0,0,19.5,0,0,33,15,19.5,0.303,28.12,44,0,0,5.281,0,"14-02-2014",1600,16,20,22,17,15,12,16,13,15,13,17,17
"27377",12,0,0,0,0,18.5,0,0,22,12.5,19.5,0.303,27.04,46.83,0,0,5.942,0,"14-02-2014",1700,17,22,23,18,15,11,19,14,8,16,15,18
"27378",11,0,0,0,0,14,0,0,37.5,12,18.5,0.303,25.3,50.08,0,0,6.347,0,"14-02-2014",1800,15,21,18,14,14,9,18,15,13,15,18,19
"27379",11,0,0,0,0,14,0,0,61.5,11,17,0.303,23.86,53.75,0,0,4.837,0,"14-02-2014",1900,12,17,17,11,13,10,17,14,14,18,14,20
"27380",10.5,0,0,0,0,11,0,0,72.5,11,17,0.2946,22.44,58.42,0,0,2.398,0,"14-02-2014",2000,12,17,16,12,13,9,15,12,14,16,12,21
"27381",9,0,0,0,0,11.5,0,0,78.5,10.5,17,0.2694,21.52,61.08,0,0,3.125,0,"14-02-2014",2100,14,17,20,10,14,8,13,10,10,15,10,22
"27382",11,0,0,0,0,11.5,0,0,77,9,17,0.2104,20.77,63.17,0,0,3.267,0,"14-02-2014",2200,7,13,23,7,8,5,13,10,10,13,18,23
"27383",12,0,0,0,0,10,0,0,50,11,17,0.202,20.08,65.5,0,0,2.136,0,"14-02-2014",2300,10,11,18,9,6,4,10,13,12,17,15,24
"27384",10,8.5,0,0,0,0,0,0,48.5,12,17,0.202,19.19,68.42,0,0,2.172,0,"14-02-2014",0,11,12,20,10,8,5,12,13,10,15,13,1
"27385",8,10,0,0,0,0,0,0,37,10,17,0.202,18.2,71.5,0,0,2.603,0,"15-02-2014",100,6,10,16,8,7,4,10,10,9,13,12,2
"27386",9,10.5,0,0,0,0,0,0,45.5,8,17,0.202,17.59,74.08,0,0,3.197,0,"15-02-2014",200,8,10,13,6,9,4,8,7,8,20,14,3
"27387",9,11,0,0,0,0,0,0,49,9,17,0.202,17.27,75,0,0,2.477,0,"15-02-2014",300,11,10,11,6,7,5,8,4,7,11,8,4
"27388",8.5,10,0,0,0,0,0,0,56.5,9,17,0.1918,17.12,53.42,0,0,1.776,0,"15-02-2014",400,10,11,14,6,11,7,9,6,4,9,6,5
"27389",12.5,10.5,0,0,0,0,0,0,64.5,8.5,17,0.2115,16.98,80,0,0,0.8033,0,"15-02-2014",500,10,11,10,18,9,10,9,7,2,11,9,6
"27390",14,10,0,0,0,0,0,0,55,12.5,17,0.4061,17.16,75,0,0,0.3539,0,"15-02-2014",600,12,13,9,8,12,6,12,8,4,8,13,7
"27391",17.5,13.5,0,0,0,0,0,0,46,14,17,0.3638,18.52,69,0,0,1.215,0,"15-02-2014",700,13,13,11,13,11,12,10,8,9,14,12,8
"27392",23,14,0,0,0,0,0,0,42,17.5,17.5,0.3046,20.17,63.25,0,0,1.457,0,"15-02-2014",800,13,15,13,18,12,13,14,9,13,13,12,9
"27393",16,9.5,0,0,0,0,0,0,35,23,23,0.3638,22.35,57.25,0,0,1.416,0,"15-02-2014",900,14,18,18,14,13,8,13,13,8,18,13,10
"27394",14,6.5,0,0,0,0,0,0,29,16,23,0.3046,24.39,51.25,0,0,1.615,0,"15-02-2014",1000,14,17,20,11,13,8,12,12,9,20,14,11
"27395",8,12.5,0,0,0,0,0,0,25,14,23,0.22,25.48,48.75,0,0,3.676,0,"15-02-2014",1100,13,16,20,16,14,9,14,14,8,12,16,12
"27396",8.5,17,0,0,0,0,0,0,25,8,23,0.203,27.35,43.25,0,0,3.914,0,"15-02-2014",1200,10,14,16,10,12,11,12,9,10,14,9,13
"27397",15.5,14,0,0,0,0,0,0,14.5,8.5,23,0.203,28.27,40.33,0,0,4.506,0,"15-02-2014",1300,14,19,17,8,14,10,15,11,10,16,13,14
"27398",11,14,0,0,0,0,0,0,12,15.5,23,0.203,29.07,39.5,0,0,5.143,0,"15-02-2014",1400,14,18,16,12,11,8,12,15,11,16,12,15
"27399",9,15,0,0,0,0,0,0,54,11,23,0.2115,29.11,39,0,0,5.73,0,"15-02-2014",1500,13,27,16,10,15,8,21,12,12,14,10,16
"27400",14.5,12.5,0,0,0,0,0,0,59,9,23,0.2369,28.87,39.67,0,0,5.355,0,"15-02-2014",1600,9,7,10,13,9,11,12,9,12,13,15,17
"27401",10.5,12,0,0,0,0,0,0,24.5,14.5,23,0.2284,28.42,41.42,0,0,5.68,0,"15-02-2014",1700,13,16,8,10,13,9,23,22,19,16,31,18
"27402",8.5,11,0,0,0,0,0,0,11.5,10.5,23,0.2453,26.91,45.5,0,0,5.801,0,"15-02-2014",1800,12,21,17,8,12,7,15,20,26,11,12,19
"27403",16,11,0,0,0,0,0,0,16.5,8.5,23,0.2538,24.92,51.5,0,0,5.759,0,"15-02-2014",1900,13,14,8,9,12,6,21,17,10,15,12,20
"27404",13,10.5,0,0,0,0,0,0,13,16,23,0.313,23.16,57.75,0,0,3.616,0,"15-02-2014",2000,14,15,12,11,12,7,13,14,11,12,12,21
"27405",8.5,9,0,0,0,0,0,0,20,13,23,0.2876,21.47,63.25,0,0,2.958,0,"15-02-2014",2100,6,12,16,11,10,6,10,9,10,9,11,22
"27406",11.5,11,0,0,0,0,0,0,27,8.5,23,0.2707,20.26,67.08,0,0,3.442,0,"15-02-2014",2200,5,8,14,9,7,7,7,7,6,12,10,23
"27407",10,12,0,0,0,0,0,0,30.5,11.5,23,0.2538,19.31,70.25,0,0,3.612,0,"15-02-2014",2300,9,9,12,6,8,5,5,6,7,9,9,24
"27408",10,0,0,10,0,0,0,0,34.5,10,23,0.203,18.57,73,0,0,2.465,0,"15-02-2014",0,9,8,9,6,7,5,15,5,7,9,5,1
"27409",11,0,0,8,0,0,0,0,34.5,10,23,0.2132,18,75.75,0,0,2.526,0,"16-02-2014",100,7,8,12,6,7,5,4,7,7,10,8,2
"27410",8.5,0,0,9,0,0,0,0,35,11,23,0.203,17.23,79.83,0,0,1.845,0,"16-02-2014",200,7,9,10,6,8,5,6,9,8,9,10,3
"27411",10,0,0,9,0,0,0,0,35.5,8.5,23,0.203,16.77,82.5,0,0,2.202,0,"16-02-2014",300,13,11,8,9,8,5,9,6,7,9,8,4
"27412",10.5,0,0,8.5,0,0,0,0,39.5,10,23,0.2025,16.39,84.92,0,0,1.243,0,"16-02-2014",400,10,9,15,12,9,6,15,7,8,11,8,5
"27413",19,0,0,12.5,0,0,0,0,61,10.5,23,0.3122,16.38,45.42,0,0,0.4759,0,"16-02-2014",500,11,11,11,14,9,9,13,9,8,15,8,6
"27414",21,0,0,14,0,0,0,0,71.5,19,23,0.557,16.36,84.22,0,0,1.133,0,"16-02-2014",600,11,13,10,17,10,8,13,12,13,13,13,7
"27415",21,0,0,17.5,0,0,0,0,58.5,21,23,0.481,18.32,76.42,0,0,0.471,0,"16-02-2014",700,11,13,9,17,11,11,11,16,16,11,13,8
"27416",23,0,0,23,0,0,0,0,41.5,21,23,0.3966,21.03,65,0,0,0.3127,0,"16-02-2014",800,14,14,13,14,15,12,10,10,11,11,12,9
"27417",10,0,0,16,0,0,0,0,25.5,23,23,0.3629,22.01,61.75,0,0,1.314,0,"16-02-2014",900,15,20,12,13,20,13,17,10,14,13,11,10
"27418",10.5,0,0,14,0,0,0,0,20.5,10,23,0.2954,24.25,54.58,0,0,1.721,0,"16-02-2014",1000,17,21,21,17,19,13,19,14,13,17,14,11
"27419",12,0,0,8,0,0,0,0,16.5,10.5,23,0.2278,25.77,50.33,0,0,2.658,0,"16-02-2014",1100,16,19,18,18,16,14,19,15,17,16,15,12
"27420",9,0,0,8.5,0,0,0,0,21,12,23,0.2278,26.92,47.58,0,0,3.778,0,"16-02-2014",1200,19,18,14,14,16,12,20,14,17,20,16,13
"27421",12,0,0,15.5,0,0,0,0,23,9,23,0.2025,27.64,44.33,0,0,4.952,0,"16-02-2014",1300,7,9,14,14,10,13,12,14,15,17,9,14
"27422",12.5,0,0,11,0,0,0,0,21.5,12,23,0.2025,28.29,42.33,0,0,5.432,0,"16-02-2014",1400,7,12,16,12,10,12,11,11,8,13,11,15
"27423",13.5,0,0,9,0,0,0,0,14,12.5,23,0.211,28.33,42,0,0,5.457,0,"16-02-2014",1500,10,7,8,13,11,10,8,10,7,12,9,16
"27424",10,0,0,14.5,0,0,0,0,21.5,13.5,23,0.2025,28.07,42.33,0,0,5.892,0,"16-02-2014",1600,21,13,10,11,14,10,8,11,16,7,8,17
"27425",6,0,0,10.5,0,0,0,0,28.5,10,23,0.2025,27.46,43.25,0,0,5.785,0,"16-02-2014",1700,8,18,8,7,10,9,6,8,8,9,9,18
"27426",4.5,0,0,8.5,0,0,0,0,25.5,6,23,0.211,25.77,47.17,0,0,6.277,0,"16-02-2014",1800,13,12,12,7,7,9,9,9,10,8,12,19
"27427",4.5,0,0,16,0,0,0,0,33,4.5,23,0.2194,22.77,54.83,0,0,5.984,0,"16-02-2014",1900,14,17,10,7,13,9,9,8,7,9,68,20
"27428",11.5,0,0,13,0,0,0,0,24.5,4.5,23,0.2025,21.27,53.67,0,0,4.262,0,"16-02-2014",2000,13,19,7,7,13,11,7,9,9,12,48,21
"27429",6.5,0,0,8.5,0,0,0,0,27,11.5,23,0.211,20.38,61.42,0,0,3.642,0,"16-02-2014",2100,13,20,10,11,12,13,10,17,10,13,27,22
"27430",7,0,0,11.5,0,0,0,0,33.5,6.5,23,0.2194,19.57,69.25,0,0,2.09,0,"16-02-2014",2200,15,14,11,15,11,9,12,7,9,14,14,23
"27431",4,0,0,10,0,0,0,0,35.5,7,23,0.2025,19.17,71.92,0,0,2.48,0,"16-02-2014",2300,11,15,9,26,12,8,10,12,10,21,10,24
